波数 (cm-1),f(x)
1579.414,16.59280495838165
1579.896,16.593475212869347
1580.378,16.594148324054157
1580.861,16.5948256967225
1581.343,16.595504525378008
1581.825,16.596186208810817
1582.307,16.59687074631004
1582.789,16.597558137129123
1583.271,16.598248380485895
1583.753,16.598941475562505
1584.235,16.599637421505506
1584.718,16.600337670171797
1585.2,16.601039321054675
1585.682,16.6017438200279
1586.164,16.602451166095562
1586.646,16.603161358226192
1587.128,16.60387439535276
1587.61,16.604590276372726
1588.092,16.60530900014801
1588.574,16.60603056550506
1589.057,16.606756477102962
1589.539,16.607483727849893
1590.021,16.608213816442362
1590.503,16.6089467415649
1590.985,16.60968250186663
1591.467,16.61042109596129
1591.949,16.611162522427243
1592.431,16.611906779807498
1592.914,16.612655419522483
1593.396,16.613405340084476
1593.878,16.614158086974644
1594.36,16.61491365859474
1594.842,16.615672053311286
1595.324,16.61643326945557
1595.806,16.617197305323707
1596.288,16.617964159176633
1596.771,16.618735428992196
1597.252,16.61950631370493
1597.735,16.620283222148974
1598.217,16.62106133567733
1598.699,16.621842257964563
1599.181,16.622625987061095
1599.663,16.62341252098237
1600.145,16.624201857708858
1600.627,16.62499399518614
1601.109,16.625788931324884
1601.592,16.626588321953463
1602.074,16.627388854802952
1602.556,16.62819217983232
1603.038,16.62899829481291
1603.52,16.629807197481345
1604.002,16.630618885539544
1604.484,16.631433356654775
1604.966,16.632250608459646
1605.448,16.633070638552198
1605.931,16.63389515444595
1606.413,16.63472073952103
1606.895,16.635549095465414
1607.377,16.636380219739028
1607.859,16.637214109767385
1608.341,16.638050762941614
1608.823,16.638890176618517
1609.305,16.63973234812059
1609.788,16.64057903055787
1610.27,16.64142671524818
1610.752,16.642277149519938
1611.234,16.643130330558762
1611.716,16.643986255516175
1612.198,16.644844921509645
1612.68,16.645706325622633
1613.162,16.646570464904613
1613.645,16.64743913769767
1614.127,16.648308743989435
1614.609,16.649181076388892
1615.091,16.65005613181
1615.573,16.65093390713299
1616.055,16.65181439920438
1616.537,16.65269760483702
1617.019,16.653583520810177
1617.501,16.654472143869544
1617.984,16.65536532276142
1618.466,16.65625935569543
1618.948,16.65715608574484
1619.43,16.65805550952151
1619.912,16.658957623603982
1620.394,16.65986242453754
1620.876,16.66076990883425
1621.358,16.661680072973006
1621.841,16.66259481003892
1622.323,16.663510328707368
1622.805,16.664428516448567
1623.287,16.665349369609224
1623.769,16.666272884503147
1624.251,16.66719905741131
1624.733,16.668127884581867
1625.215,16.66905936223028
1625.698,16.669995427305068
1626.179,16.670930253659076
1626.662,16.671871611422834
1627.144,16.6728136579471
1627.626,16.673758335529165
1628.108,16.67470564018921
1628.59,16.675655567915076
1629.072,16.676608114662308
1629.554,16.677563276354277
1630.036,16.67852104888217
1630.519,16.67948342329989
1631.001,16.68044641044001
1631.483,16.681411995888613
1631.965,16.68238017540883
1632.447,16.683350944731963
1632.929,16.684324299557527
1633.411,16.68530023555333
1633.893,16.68627874835553
1634.375,16.687259833568675
1634.858,16.68824553020641
1635.34,16.689231752243
1635.822,16.690220533306018
1636.304,16.691211868874273
1636.786,16.692205754395317
1637.268,16.69320218528551
1637.75,16.69420115693009
1638.232,16.695202664683254
1638.715,16.696208789565198
1639.197,16.697215360711454
1639.679,16.698224453833358
1640.161,16.699236064161518
1640.643,16.700250186895826
1641.125,16.701266817205557
1641.607,16.70228595022942
1642.089,16.703307581075624
1642.572,16.704333832147967
1643.054,16.70536044899847
1643.536,16.706389548803397
1644.018,16.707421126549672
1644.5,16.7084551771941
1644.982,16.709491695663452
1645.464,16.710530676854503
1645.946,16.71157211563415
1646.428,16.71261600683947
1646.911,16.71366451864468
1647.393,16.714713304154607
1647.875,16.715764526412343
1648.357,16.716818180136375
1648.839,16.71787426001578
1649.321,16.718932760710267
1649.803,16.719993676850283
1650.285,16.721057003037064
1650.768,16.72212494739832
1651.25,16.723193082337822
1651.732,16.72426361094205
1652.214,16.725336527696207
1652.696,16.726411827056726
1653.178,16.727489503451316
1653.66,16.72856955127906
1654.142,16.729651964910506
1654.625,16.730738991705177
1655.106,16.731823866924493
1655.589,16.732915606669387
1656.071,16.734007431508214
1656.553,16.735101593566284
1657.035,16.7361980870446
1657.517,16.737296906116224
1657.999,16.73839804492634
1658.481,16.73950149759238
1658.963,16.740607258204072
1659.446,16.741717622097454
1659.928,16.742827985516698
1660.41,16.743940638973086
1660.892,16.745055576446436
1661.374,16.746172791889297
1661.856,16.74729227922709
1662.338,16.748414032358152
1662.82,16.749538045153862
1663.302,16.750664311458692
1663.785,16.751795168736724
1664.267,16.75292592812935
1664.749,16.754058922391213
1665.231,16.755194145260138
1665.713,16.756331590447513
1666.195,16.75747125163841
1666.677,16.758613122491656
1667.159,16.759757196639942
1667.642,16.760905848124843
1668.124,16.762054314195066
1668.606,16.763204964289105
1669.088,16.764357791935982
1669.57,16.765512790639047
1670.052,16.7666699538761
1670.534,16.76782927509946
1671.016,16.76899074773606
1671.499,16.770156781556608
1671.981,16.77132254162871
1672.463,16.772490433229812
1672.945,16.773660449686293
1673.427,16.77483258429964
1673.909,16.77600683034658
1674.391,16.777183181079128
1674.873,16.778361629724735
1675.355,16.779542169486373
1675.838,16.78072724928138
1676.32,16.78191195508947
1676.802,16.783098731462324
1677.284,16.78428757150595
1677.766,16.785478468302358
1678.248,16.786671414909716
1678.73,16.787866404362404
1679.212,16.78906342967115
1679.695,16.790264973591423
1680.177,16.791466053737587
1680.659,16.79266914861636
1681.141,16.793874251144786
1681.623,16.795081354216784
1682.105,16.796290450703232
1682.587,16.797501533452078
1683.069,16.798714595288434
1683.552,16.799932151876348
1684.033,16.801146627410706
1684.516,16.80236811421739
1684.998,16.80358902424068
1685.48,16.804811877123317
1685.962,16.80603666555568
1686.444,16.807263382206063
1686.926,16.808492019720816
1687.408,16.809722570724414
1687.89,16.8109550278196
1688.373,16.812191946460064
1688.855,16.813428197376187
1689.337,16.814666332047242
1689.819,16.81590634299005
1690.301,16.817148222700236
1690.783,16.818391963652342
1691.265,16.81963755829994
1691.747,16.82088499907575
1692.229,16.822134278391744
1692.712,16.82338798620163
1693.194,16.824640923526324
1693.676,16.825895676487875
1694.158,16.82715223741636
1694.64,16.82841059862168
1695.122,16.82967075239367
1695.604,16.830932691002204
1696.086,16.832196406697335
1696.569,16.83346451903076
1697.051,16.83473176921696
1697.533,16.836000773105802
1698.015,16.837271522869102
1698.497,16.838544010659426
1698.979,16.83981822861017
1699.461,16.841094168835742
1699.943,16.842371823431613
1700.426,16.84365384051883
1700.908,16.844934903582303
1701.39,16.846217657173707
1701.872,16.84750209331403
1702.354,16.848788204005945
1702.836,16.850075981233914
1703.318,16.851365416964317
1703.8,16.852656503145585
1704.282,16.853949231708288
1704.765,16.85524628165864
1705.247,16.85654227407059
1705.729,16.85783988453299
1706.211,16.859139104906216
1706.693,16.860439927033383
1707.175,16.861742342740506
1707.657,16.863046343836594
1708.139,16.86435192211377
1708.622,16.865661782896343
1709.104,16.866970494074597
1709.586,16.868280757693128
1710.068,16.86959256547773
1710.55,16.870905909137935
1711.032,16.872220780367133
1711.514,16.873537170842692
1711.996,16.87485507222607
1712.479,16.87617721507162
1712.96,16.877495374283413
1713.443,16.87882050327569
1713.925,16.880144367647787
1714.407,16.881469700983434
1714.889,16.88279649485126
1715.371,16.88412474080489
1715.853,16.885454430383046
1716.335,16.886785555109665
1716.817,16.888118106494026
1717.3,16.889454845070805
1717.782,16.890790227156224
1718.264,16.892127010322866
1718.746,16.89346518602264
1719.228,16.89480474569344
1719.71,16.89614568075924
1720.192,16.89748798263027
1720.674,16.89883164270311
1721.156,16.900176652360837
1721.639,16.90152579761958
1722.121,16.90287348329799
1722.603,16.904222492612714
1723.085,16.905572816894015
1723.567,16.906924447459282
1724.049,16.908277375613174
1724.531,16.909631592647717
1725.013,16.910987089842465
1725.496,16.912346674652834
1725.978,16.913704708567884
1726.46,16.91506399638996
1726.942,16.916424529349925
1727.424,16.91778629866681
1727.906,16.919149295547925
1728.388,16.920513511189007
1728.87,16.921878936774345
1729.353,16.923248400044436
1729.835,16.9246162214904
1730.317,16.92598522634771
1730.799,16.927355405756142
1731.281,16.928726750844664
1731.763,16.930099252731587
1732.245,16.93147290252469
1732.727,16.932847691321346
1733.209,16.934223610208655
1733.692,16.93560350835242
1734.174,16.936981662940184
1734.656,16.938360920801053
1735.138,16.93974127298235
1735.62,16.941122710521785
1736.102,16.94250522444759
1736.584,16.943888805778663
1737.066,16.94527344552468
1737.549,16.946662010644634
1738.031,16.948048742362538
1738.513,16.949436505451764
1738.995,16.95082529088645
1739.477,16.95221508963219
1739.959,16.95360589264617
1740.441,16.954997690877295
1740.923,16.95639047526632
1741.406,16.957787129376708
1741.887,16.959178966241186
1742.37,16.960577551278657
1742.852,16.961974191509807
1743.334,16.96337177246627
1743.816,16.964770285042725
1744.298,16.96616972012664
1744.78,16.967570068598427
1745.262,16.968971321331548
1745.744,16.970373469192666
1746.227,16.971779414815018
1746.709,16.973183327315237
1747.191,16.974588107484976
1747.673,16.975993746165017
1748.155,16.977400234190025
1748.637,16.97880756238866
1749.119,16.980215721583733
1749.601,16.981624702592324
1750.083,16.983034496225944
1750.566,16.984448020669344
1751.048,16.98585941360405
1751.53,16.987271591547017
1752.012,16.988684545288734
1752.494,16.990098265614794
1752.976,16.991512743306014
1753.458,16.99292796913858
1753.94,16.99434393388416
1754.423,16.995763568262227
1754.905,16.997180984616666
1755.387,16.99859911215434
1755.869,17.00001794163029
1756.351,17.001437463795725
1756.833,17.00285766939816
1757.315,17.00427854918159
1757.797,17.00570009388657
1758.28,17.00712524554869
1758.762,17.008548093636954
1759.244,17.009971578830143
1759.726,17.011395691856535
1760.208,17.01282042344169
1760.69,17.014245764308555
1761.172,17.015671705177652
1761.654,17.017098236767158
1762.136,17.018525349793073
1762.619,17.01995599756011
1763.101,17.02138424675693
1763.583,17.022813049507164
1764.065,17.02424239651946
1764.547,17.02567227850095
1765.029,17.027102686157402
1765.511,17.028533610193374
1765.993,17.029965041312323
1766.476,17.03139994153461
1766.958,17.03283235993001
1767.44,17.034265257494308
1767.922,17.03569862492797
1768.404,17.037132452931058
1768.886,17.038566732203368
1769.368,17.040001453444567
1769.85,17.041436607354317
1770.333,17.042875163442158
1770.814,17.04430817597898
1771.297,17.04574755258371
1771.779,17.04718434498001
1772.261,17.04862152352876
1772.743,17.05005907893252
1773.225,17.051497001894806
1773.707,17.05293528312024
1774.189,17.05437391331469
1774.671,17.055812883185368
1775.154,17.057255169878108
1775.636,17.058694791885596
1776.118,17.06013472568131
1776.6,17.061574961979304
1777.082,17.063015491495715
1777.564,17.06445630494885
1778.046,17.065897393059334
1778.528,17.06733874655027
1779.01,17.068780356147343
1779.493,17.070225204232514
1779.975,17.071667298713233
1780.457,17.073109621474874
1780.939,17.074552163254868
1781.421,17.075994914793924
1781.903,17.07743786683617
1782.385,17.078881010129283
1782.867,17.0803243354246
1783.35,17.0817708284597
1783.832,17.08321449035854
1784.314,17.084658306517923
1784.796,17.08610226770529
1785.278,17.087546364692447
1785.76,17.08899058825568
1786.242,17.090434929175913
1786.724,17.09187937823882
1787.207,17.093326923318994
1787.689,17.094771561220636
1788.171,17.09621627963286
1788.653,17.097661069361752
1789.135,17.099105921218847
1789.617,17.10055082602124
1790.099,17.101995774591742
1790.581,17.103440757759003
1791.063,17.10488576635763
1791.546,17.10633378921582
1792.028,17.107778821210864
1792.51,17.10922385115934
1792.992,17.110668869921103
1793.474,17.112113868362663
1793.956,17.113558837357296
1794.438,17.11500376778518
1794.92,17.11644865053355
1795.403,17.11789647399571
1795.885,17.11934123392942
1796.367,17.12078591887002
1796.849,17.12223051973424
1797.331,17.12367502744653
1797.813,17.125119432939155
1798.295,17.126563727152373
1798.777,17.128007901034533
1799.26,17.129454941344413
1799.741,17.130895851640346
1800.224,17.132342605492806
1800.706,17.13378620736688
1801.188,17.13522964375909
1801.67,17.136672905669176
1802.152,17.138115984105898
1802.634,17.139558870087168
1803.116,17.141001554640198
1803.598,17.14244402880159
1804.081,17.143889275613194
1804.563,17.145331301656547
1805.045,17.146773090457366
1805.527,17.148214633091246
1806.009,17.14965592064384
1806.491,17.15109694421101
1806.973,17.152537694898925
1807.455,17.15397816382421
1807.938,17.155421329727577
1808.42,17.156861207889385
1808.902,17.158300777684108
1809.384,17.15974003027149
1809.866,17.16117895682239
1810.348,17.162617548518867
1810.83,17.164055796554354
1811.312,17.165493692133758
1811.794,17.16693122647359
1812.277,17.168371372080124
1812.759,17.169808156842485
1813.241,17.171244554067602
1813.723,17.172680555019706
1814.205,17.174116150975287
1814.687,17.175551333223204
1815.169,17.176986093064798
1815.651,17.17842042181405
1816.134,17.179857285207934
1816.616,17.18129072482618
1817.098,17.18272370735305
1817.58,17.184156224154282
1818.062,17.185588266608878
1818.544,17.187019826109182
1819.026,17.188450894061063
1819.508,17.189881461884006
1819.99,17.19131152101123
1820.473,17.192744028200746
1820.955,17.194173043192105
1821.437,17.195601523853476
1821.919,17.197029461674322
1822.401,17.198456848158486
1822.883,17.199883674824296
1823.365,17.201309933204673
1823.847,17.20273561484728
1824.33,17.204163667332182
1824.812,17.205588168961498
1825.294,17.207012068568194
1825.776,17.20843535776011
1826.258,17.209858028160397
1826.74,17.211280071407693
1827.222,17.212701479156188
1827.704,17.214122243075792
1828.187,17.215545300458544
1828.668,17.216961806187108
1829.151,17.218383531629712
1829.633,17.219801635837758
1830.115,17.221219054788968
1830.597,17.222635780249973
1831.079,17.224051804003953
1831.561,17.225467117850705
1832.043,17.226881713606822
1832.525,17.22829558310578
1833.008,17.22971164924453
1833.49,17.23112404024871
1833.972,17.2325356805818
1834.454,17.23394656214603
1834.936,17.23535667686107
1835.418,17.236766016664205
1835.9,17.238174573510413
1836.382,17.239582339372472
1836.865,17.24099222442341
1837.347,17.242398382624863
1837.829,17.243803725852064
1838.311,17.245208246150252
1838.793,17.24661193558307
1839.275,17.248014786232627
1839.757,17.249416790199678
1840.239,17.2508179396037
1840.721,17.252218226583
1841.204,17.25362054573895
1841.686,17.255019082529785
1842.168,17.256416733408837
1842.65,17.257813490590934
1843.132,17.25920934631031
1843.614,17.260604292820716
1844.096,17.26199832239551
1844.578,17.263391427327797
1845.061,17.264786487280922
1845.543,17.266177717928777
1846.025,17.267568000917034
1846.507,17.268957328618853
1846.989,17.27034569342766
1847.471,17.271733087757273
1847.953,17.27311950404199
1848.435,17.274504934736736
1848.917,17.275889372317106
1849.4,17.277275678435373
1849.882,17.278658105197955
1850.364,17.280039516382864
1850.846,17.28141990454965
1851.328,17.282799262279106
1851.81,17.28417758217336
1852.292,17.285554856856002
1852.774,17.286931078972163
1853.257,17.288309093115437
1853.739,17.289683185899058
1854.221,17.291056204166857
1854.703,17.29242814065126
1855.185,17.293798988106776
1855.667,17.29516873931007
1856.149,17.29653738706009
1856.631,17.297904924178166
1857.114,17.29927417723607
1857.595,17.300636637916238
1858.078,17.30200362932241
1858.56,17.303366650206303
1859.042,17.304728524889395
1859.524,17.306089246329446
1860.006,17.307448807507264
1860.488,17.308807201426845
1860.97,17.31016442111547
1861.452,17.311520459623782
1861.935,17.312878119679016
1862.417,17.314231772586183
1862.899,17.315584223591937
1863.381,17.31693546584144
1863.863,17.318285492503705
1864.345,17.31963429677171
1864.827,17.320981871862468
1865.309,17.32232821101714
1865.792,17.323676096861327
1866.274,17.32501994136534
1866.756,17.32636252978872
1867.238,17.327703855470197
1867.72,17.32904391177312
1868.202,17.330382692085532
1868.684,17.33172018982028
1869.166,17.333056398415103
1869.648,17.334391311332723
1870.131,17.335727687530035
1870.613,17.33705998685995
1871.095,17.338390971038226
1871.577,17.339720633628463
1872.059,17.341048968219695
1872.541,17.342375968426477
1873.023,17.34370162788898
1873.505,17.345025940273064
1873.988,17.346351642587383
1874.47,17.347673239088046
1874.952,17.348993469649994
1875.434,17.35031232804281
1875.916,17.351629808062214
1876.398,17.35294590353015
1876.88,17.354260608294847
1877.362,17.355573916230945
1877.844,17.356885821239555
1878.327,17.358199034650863
1878.809,17.359508112672064
1879.291,17.36081576961631
1879.773,17.362121999491496
1880.255,17.363426796332398
1880.737,17.364730154200778
1881.219,17.36603206718544
1881.701,17.367332529402326
1882.184,17.368634228508746
1882.666,17.369931768606683
1883.148,17.37122784043628
1883.63,17.37252243822287
1884.112,17.373815556219345
1884.594,17.375107188706178
1885.076,17.376397329991544
1885.558,17.377685974411392
1886.041,17.378975785182693
1886.522,17.380258750137617
1887.005,17.381545532827698
1887.487,17.382828130545256
1887.969,17.38410920348478
1888.451,17.385388746150493
1888.933,17.3866667530749
1889.415,17.38794321881889
1889.897,17.389218137971785
1890.379,17.39049150515145
1890.862,17.39176595199143
1891.344,17.393036195945072
1891.826,17.3943048719399
1892.308,17.395571974708634
1892.79,17.396837499012854
1893.272,17.398101439643096
1893.754,17.399363791418914
1894.236,17.40062454918895
1894.719,17.401886318527502
1895.201,17.403143869615057
1895.683,17.4043998114075
1896.165,17.405654138870563
1896.647,17.406906846999416
1897.129,17.40815793081872
1897.611,17.409407385382703
1898.093,17.410655205775218
1898.575,17.411901387109804
1899.058,17.413148504845413
1899.54,17.414391390098245
1900.022,17.415632621802665
1900.504,17.41687219519169
1900.986,17.418110105528346
1901.468,17.419346348105737
1901.95,17.42058091824712
1902.432,17.421813811305906
1902.915,17.423047575294923
1903.397,17.424277096866703
1903.879,17.425504927588587
1904.361,17.42673106293548
1904.843,17.427955498412775
1905.325,17.42917822955643
1905.807,17.430399251933004
1906.289,17.43161856113974
1906.771,17.432836152804608
1907.254,17.43405454334489
1907.736,17.435268683347353
1908.218,17.436481092867947
1908.7,17.437691767658194
1909.182,17.438900703500604
1909.664,17.44010789620877
1910.146,17.44131334162738
1910.628,17.442517035632317
1911.111,17.44372146595133
1911.593,17.444921641226692
1912.075,17.446120052895193
1912.557,17.447316696957966
1913.039,17.448511569447565
1913.521,17.449704666428044
1914.003,17.450895983994954
1914.485,17.45208551827545
1914.968,17.453275727773654
1915.449,17.454459221643962
1915.932,17.455645838042976
1916.414,17.45682819734739
1916.896,17.458008754468786
1917.378,17.45918750572485
1917.86,17.460364447465174
1918.342,17.46153957607131
1918.824,17.462712887956783
1919.306,17.46388437956719
1919.789,17.465056472178652
1920.271,17.466224308909403
1920.753,17.46739031488739
1921.235,17.468554486686866
1921.717,17.469716820914346
1922.199,17.470877314208632
1922.681,17.47203596324087
1923.163,17.473192764714593
1923.646,17.47435010960274
1924.128,17.47550320234978
1924.61,17.476654437836935
1925.092,17.477803812897704
1925.574,17.47895132439815
1926.056,17.480096969236953
1926.538,17.481240744345435
1927.02,17.4823826466876
1927.502,17.48352267326017
1927.985,17.48466318044019
1928.467,17.48579944268785
1928.949,17.48693382034673
1929.431,17.488066310544845
1929.913,17.48919691044307
1930.395,17.49032561723522
1930.877,17.491452428148058
1931.359,17.492577340441326
1931.842,17.493702679327765
1932.324,17.494823782340234
1932.806,17.49594297870512
1933.288,17.497060265814465
1933.77,17.498175641093457
1934.252,17.499289102000425
1934.734,17.500400646026904
1935.216,17.501510270697636
1935.698,17.502617973570604
1936.181,17.503726044381814
1936.663,17.504829892466805
1937.145,17.505931811622876
1937.627,17.50703179954131
1938.109,17.50812985394675
1938.591,17.50922597259724
1939.073,17.51032015328423
1939.555,17.51141239383261
1940.038,17.51250495210987
1940.52,17.5135933019534
1941.002,17.514679705329563
1941.484,17.515764160197282
1941.966,17.51684666454902
1942.448,17.51792721641082
1942.93,17.519005813842263
1943.412,17.52008245493657
1943.895,17.521159365416263
1944.376,17.522229860654686
1944.859,17.523302841088274
1945.341,17.524371634362907
1945.823,17.525438462267427
1946.305,17.526503323097053
1946.787,17.527566215180713
1947.269,17.52862713688107
1947.751,17.529686086594502
1948.233,17.530743062751174
1948.716,17.531800250559726
1949.198,17.53285327092601
1949.68,17.533904313225595
1950.162,17.53495337602381
1950.644,17.536000457919826
1951.126,17.5370455575466
1951.608,17.538088673570947
1952.09,17.539129804693495
1952.573,17.54017110348565
1953.055,17.541208256917415
1953.537,17.542243421749944
1954.019,17.543276596819375
1954.501,17.544307780995705
1954.983,17.545336973182827
1955.465,17.5463641723185
1955.947,17.54738937737438
1956.429,17.548412587356015
1956.912,17.54943591792846
1957.394,17.5504551307698
1957.876,17.5514723457551
1958.358,17.55248756202556
1958.84,17.55350077875631
1959.322,17.554511995156354
1959.804,17.555521210468612
1960.286,17.55652842396993
1960.769,17.55753571838897
1961.251,17.55853892207789
1961.733,17.559540121988505
1962.215,17.560539317533305
1962.697,17.56153650815868
1963.179,17.562531693344933
1963.661,17.563524872606227
1964.143,17.564516045490613
1964.625,17.565505211580025
1965.108,17.566494416451096
1965.59,17.567479563666495
1966.072,17.568462703035298
1966.554,17.569443834274953
1967.036,17.57042295713676
1967.518,17.571400071405833
1968.0,17.572375176901136
1968.482,17.573348273475442
1968.965,17.57432137363131
1969.447,17.5752904478888
1969.929,17.576257512986345
1970.411,17.57722256891195
1970.893,17.578185615687378
1971.375,17.579146653368163
1971.857,17.58010568204355
1972.339,17.58106270183651
1972.822,17.58201969216657
1973.303,17.58297071543563
1973.786,17.583923680585816
1974.268,17.584872662587042
1974.75,17.585819636826717
1975.232,17.586764603629906
1975.714,17.58770756335529
1976.196,17.58864851639516
1976.678,17.589587463175363
1977.16,17.590524404155314
1977.643,17.59146127744438
1978.125,17.592394204177484
1978.607,17.59332512669092
1979.089,17.594254045578218
1979.571,17.59518096146634
1980.053,17.596105875015695
1980.535,17.597028786920095
1981.017,17.59794969790675
1981.5,17.598870513111613
1981.982,17.599787420430605
1982.464,17.6007023292153
1982.946,17.601615240326282
1983.428,17.602526154657397
1983.91,17.60343507313573
1984.392,17.604341996721583
1984.874,17.60524692640843
1985.356,17.606149863222914
1985.839,17.607052675335574
1986.321,17.607951625488766
1986.803,17.608848586050527
1987.285,17.609743558179908
1987.767,17.610636543068964
1988.249,17.611527541942724
1988.731,17.612416556059166
1989.213,17.613303586709186
1989.696,17.6141904693573
1990.178,17.615073532970584
1990.66,17.61595461719022
1991.142,17.616833723438496
1991.624,17.61771085317046
1992.106,17.618586007873866
1992.588,17.619459189069154
1993.07,17.620330398309388
1993.552,17.621199637180254
1994.035,17.622068704570232
1994.517,17.622934003510252
1994.999,17.62379733703672
1995.481,17.624658706865432
1995.963,17.625518114744594
1996.445,17.626375562454776
1996.927,17.6272310518089
1997.409,17.628084584652168
1997.892,17.6289379275913
1998.374,17.62978754902817
1998.856,17.63063521968721
1999.338,17.631480941542478
1999.82,17.632324716600067
2000.302,17.633166546898142
2000.784,17.634006434506862
2001.266,17.63484438152831
2001.749,17.6356821225406
2002.23,17.63651446237732
2002.713,17.637348324987265
2003.195,17.638178527312434
2003.677,17.63900680004324
2004.159,17.639833145472583
2004.641,17.640657565924986
2005.123,17.64148006375656
2005.605,17.642300641354943
2006.087,17.643119301139226
2006.57,17.64393773806115
2007.052,17.644752565634203
2007.534,17.645565482844077
2008.016,17.646376492235355
2008.498,17.64718559638383
2008.98,17.647992797896467
2009.462,17.64879809941134
2009.944,17.649601503597584
2010.427,17.650404674070682
2010.909,17.651204287808827
2011.391,17.65200201241735
2011.873,17.652797850689158
2012.355,17.653591805447945
2012.837,17.65438387954813
2013.319,17.655174075874804
2013.801,17.655962397343682
2014.283,17.656748846901028
2014.766,17.657535053343572
2015.248,17.65831776417054
2015.73,17.65909861211388
2016.212,17.65987760024156
2016.694,17.66065473165183
2017.176,17.661430009473126
2017.658,17.662203436864015
2018.14,17.662975017013157
