波数 (cm-1),反射率 (%)
1507.097,14.69067225
1507.579,14.73284642
1508.061,14.75992401
1508.543,14.76740113
1509.025,14.78220472
1509.507,14.79308915
1509.99,14.838694
1510.471,14.827191
1510.954,14.86226055
1511.436,14.86001945
1511.918,14.87447252
1512.4,14.89078959
1512.882,14.90581138
1513.364,14.91475487
1513.846,14.94653938
1514.328,14.93375946
1514.811,14.97519751
1515.293,15.00035571
1515.775,15.00698924
1516.257,15.03858162
1516.739,15.05971385
1517.221,15.04874612
1517.703,15.07932595
1518.185,15.08578318
1518.667,15.11484879
1519.15,15.1285668
1519.632,15.14177981
1520.114,15.15093902
1520.596,15.15868491
1521.078,15.18714021
1521.56,15.1945408
1522.042,15.23233153
1522.524,15.22072961
1523.007,15.22717935
1523.489,15.24925269
1523.971,15.23054647
1524.453,15.25069935
1524.935,15.22856431
1525.417,15.2418068
1525.899,15.22653168
1526.381,15.21778937
1526.864,15.23721595
1527.346,15.2536477
1527.828,15.25117554
1528.31,15.25192787
1528.792,15.24695606
1529.274,15.25942497
1529.756,15.27097462
1530.238,15.29033938
1530.72,15.2960123
1531.203,15.31162313
1531.685,15.33448113
1532.167,15.33039237
1532.649,15.36326529
1533.131,15.38900853
1533.613,15.41850224
1534.095,15.43494545
1534.577,15.44908404
1535.06,15.46591588
1535.542,15.47364973
1536.024,15.50009316
1536.506,15.48194856
1536.988,15.48877978
1537.47,15.52294767
1537.952,15.52090704
1538.434,15.56714178
1538.917,15.5726084
1539.398,15.59061414
1539.881,15.6194605
1540.363,15.6430862
1540.845,15.68083463
1541.327,15.67832006
1541.809,15.70389019
1542.291,15.67963237
1542.773,15.65497574
1543.255,15.66455679
1543.738,15.6567751
1544.22,15.63615199
1544.702,15.61926502
1545.184,15.60324082
1545.666,15.60888281
1546.148,15.58408285
1546.63,15.58737664
1547.112,15.55504798
1547.594,15.55893761
1548.077,15.56067154
1548.559,15.55032723
1549.041,15.54740179
1549.523,15.53173403
1550.005,15.51387767
1550.487,15.53102111
1550.969,15.51540637
1551.451,15.52260758
1551.934,15.51980048
1552.416,15.48782588
1552.898,15.5254237
1553.38,15.50039377
1553.862,15.52332962
1554.344,15.52576087
1554.826,15.50870141
1555.308,15.50556363
1555.791,15.5252322
1556.273,15.53691863
1556.755,15.56263615
1557.237,15.55774183
1557.719,15.59078756
1558.201,15.59556426
1558.683,15.64029227
1559.165,15.67770361
1559.647,15.67776367
1560.13,15.71439093
1560.612,15.69902878
1561.094,15.72054468
1561.576,15.7158773
1562.058,15.71530986
1562.54,15.73252973
1563.022,15.72469782
1563.504,15.72215265
1563.987,15.74274468
1564.469,15.76630957
1564.951,15.76275263
1565.433,15.78321135
1565.915,15.80286503
1566.397,15.80654879
1566.879,15.8218104
1567.361,15.84089395
1567.844,15.84940966
1568.325,15.87169099
1568.808,15.90688446
1569.29,15.92625726
1569.772,15.94626209
1570.254,15.98438262
1570.736,16.00642964
1571.218,16.02950001
1571.7,16.05140521
1572.182,16.07390056
1572.665,16.05825163
1573.147,16.08119282
1573.629,16.1076131
1574.111,16.12916245
1574.593,16.14109771
1575.075,16.17190108
1575.557,16.20856503
1576.039,16.22731155
1576.521,16.26802681
1577.004,16.29956928
1577.486,16.31226475
1577.968,16.33317237
1578.45,16.33631524
1578.932,16.37887377
1579.414,16.370625
1579.896,16.40669789
1580.378,16.41138303
1580.861,16.42311473
1581.343,16.43363953
1581.825,16.44720438
1582.307,16.47063184
1582.789,16.45702654
1583.271,16.49533781
1583.753,16.49934371
1584.235,16.52964659
1584.718,16.52628124
1585.2,16.52742105
1585.682,16.56216648
1586.164,16.56117413
1586.646,16.58366965
1587.128,16.59574643
1587.61,16.59565683
1588.092,16.59897203
1588.574,16.59506975
1589.057,16.61880237
1589.539,16.6082051
1590.021,16.61166121
1590.503,16.64245573
1590.985,16.62961896
1591.467,16.63242159
1591.949,16.61905827
1592.431,16.63884081
1592.914,16.64076808
1593.396,16.66101062
1593.878,16.64635992
1594.36,16.6510491
1594.842,16.65661404
1595.324,16.67379054
1595.806,16.66798889
1596.288,16.67189353
1596.771,16.65707217
1597.252,16.65374272
1597.735,16.65656632
1598.217,16.66944041
1598.699,16.64984254
1599.181,16.64518263
1599.663,16.64797673
1600.145,16.63664601
1600.627,16.66030343
1601.109,16.65409526
1601.592,16.66605747
1602.074,16.66386852
1602.556,16.66648894
1603.038,16.64420114
1603.52,16.65594355
1604.002,16.64195993
1604.484,16.64060967
1604.966,16.63964619
1605.448,16.66117024
1605.931,16.64093869
1606.413,16.63646386
1606.895,16.64409591
1607.377,16.62788627
1607.859,16.60016793
1608.341,16.59120906
1608.823,16.59595179
1609.305,16.62064238
1609.788,16.60178742
1610.27,16.57685929
1610.752,16.58407002
1611.234,16.57001345
1611.716,16.56765549
1612.198,16.55624324
1612.68,16.56494803
1613.162,16.54002169
1613.645,16.54567219
1614.127,16.5139816
1614.609,16.53160103
1615.091,16.52395878
1615.573,16.50116672
1616.055,16.49029204
1616.537,16.4951072
1617.019,16.48585898
1617.501,16.47162869
1617.984,16.47950342
1618.466,16.47624042
1618.948,16.4674138
1619.43,16.46137216
1619.912,16.4468307
1620.394,16.46320785
1620.876,16.46122124
1621.358,16.43836469
1621.841,16.43948545
1622.323,16.44011322
1622.805,16.43214581
1623.287,16.43115048
1623.769,16.4424544
1624.251,16.43520794
1624.733,16.41781964
1625.215,16.41452422
1625.698,16.41198493
1626.179,16.40902369
1626.662,16.40833165
1627.144,16.39583256
1627.626,16.39082356
1628.108,16.38246762
1628.59,16.39009644
1629.072,16.38122333
1629.554,16.39640341
1630.036,16.37394945
1630.519,16.37648177
1631.001,16.36866874
1631.483,16.36266085
1631.965,16.36731653
1632.447,16.36317274
1632.929,16.36524546
1633.411,16.34020472
1633.893,16.37442269
1634.375,16.34508649
1634.858,16.34123749
1635.34,16.32833103
1635.822,16.31814352
1636.304,16.31585445
1636.786,16.2961794
1637.268,16.31360789
1637.75,16.27356058
1638.232,16.30160985
1638.715,16.27153165
1639.197,16.27975825
1639.679,16.25766553
1640.161,16.27315881
1640.643,16.25707479
1641.125,16.24355039
1641.607,16.23936004
1642.089,16.24714465
1642.572,16.19841871
1643.054,16.20634656
1643.536,16.21059528
1644.018,16.20110405
1644.5,16.20729984
1644.982,16.20072155
1645.464,16.16871936
1645.946,16.15847928
1646.428,16.13770343
1646.911,16.13899016
1647.393,16.12978856
1647.875,16.10744099
1648.357,16.12083587
1648.839,16.10404918
1649.321,16.08701087
1649.803,16.08675106
1650.285,16.06768175
1650.768,16.07628311
1651.25,16.07194214
1651.732,16.07298576
1652.214,16.07970606
1652.696,16.04195504
1653.178,16.03398425
1653.66,16.02198571
1654.142,16.02758837
1654.625,16.02860577
1655.106,16.01691813
1655.589,15.99678478
1656.071,15.99593718
1656.553,15.99294512
1657.035,15.97881661
1657.517,15.9685969
1657.999,15.964756
1658.481,15.95414424
1658.963,15.95014252
1659.446,15.94580367
1659.928,15.93052772
1660.41,15.93005476
1660.892,15.88830269
1661.374,15.9012745
1661.856,15.90693551
1662.338,15.88048518
1662.82,15.86739881
1663.302,15.85289488
1663.785,15.85249612
1664.267,15.84709502
1664.749,15.81198419
1665.231,15.80943897
1665.713,15.79486506
1666.195,15.78673404
1666.677,15.78816829
1667.159,15.7882601
1667.642,15.75550104
1668.124,15.74940518
1668.606,15.7296545
1669.088,15.73577105
1669.57,15.7367808
1670.052,15.72002525
1670.534,15.70268766
1671.016,15.6819118
1671.499,15.67181558
1671.981,15.69444823
1672.463,15.67423128
1672.945,15.66632229
1673.427,15.64256995
1673.909,15.63582943
1674.391,15.6248194
1674.873,15.60104841
1675.355,15.61687851
1675.838,15.62046199
1676.32,15.61507689
1676.802,15.59435101
1677.284,15.57535867
1677.766,15.58321013
1678.248,15.56840709
1678.73,15.56865822
1679.212,15.5496475
1679.695,15.54957919
1680.177,15.54428609
1680.659,15.51729768
1681.141,15.52038606
1681.623,15.50820686
1682.105,15.49651708
1682.587,15.48154098
1683.069,15.49037662
1683.552,15.49225738
1684.033,15.46399718
1684.516,15.46657101
1684.998,15.46068384
1685.48,15.44189748
1685.962,15.45839944
1686.444,15.42869458
1686.926,15.42809338
1687.408,15.42653168
1687.89,15.4117304
1688.373,15.38573248
1688.855,15.40898123
1689.337,15.38355951
1689.819,15.37675236
1690.301,15.34723561
1690.783,15.36638981
1691.265,15.34929368
1691.747,15.34077743
1692.229,15.34343235
1692.712,15.33427162
1693.194,15.33140783
1693.676,15.33603633
1694.158,15.33418334
1694.64,15.2967773
1695.122,15.30969063
1695.604,15.29836145
1696.086,15.30126766
1696.569,15.28650182
1697.051,15.28446812
1697.533,15.27401559
1698.015,15.28835488
1698.497,15.27601803
1698.979,15.29275094
1699.461,15.26155642
1699.943,15.25764484
1700.426,15.26442522
1700.908,15.24638846
1701.39,15.23242818
1701.872,15.23104014
1702.354,15.22592299
1702.836,15.22460049
1703.318,15.19187546
1703.8,15.19263902
1704.282,15.19797173
1704.765,15.20674005
1705.247,15.20827547
1705.729,15.19700329
1706.211,15.2155321
1706.693,15.2011052
1707.175,15.20568044
1707.657,15.20349451
1708.139,15.20833767
1708.622,15.19625403
1709.104,15.22777629
1709.586,15.21259399
1710.068,15.18797563
1710.55,15.20417365
1711.032,15.19088026
1711.514,15.17853919
1711.996,15.17385322
1712.479,15.18330026
1712.96,15.18168084
1713.443,15.16842529
1713.925,15.17479283
1714.407,15.1742002
1714.889,15.17740004
1715.371,15.18061109
1715.853,15.17879005
1716.335,15.21428199
1716.817,15.19458781
1717.3,15.21018531
1717.782,15.21703929
1718.264,15.2238161
1718.746,15.20228854
1719.228,15.23042996
1719.71,15.21855051
1720.192,15.21180149
1720.674,15.21014273
1721.156,15.20490644
1721.639,15.22383433
1722.121,15.21598043
1722.603,15.20731137
1723.085,15.22214199
1723.567,15.23012693
1724.049,15.23390639
1724.531,15.22168021
1725.013,15.22645966
1725.496,15.24278744
1725.978,15.22113692
1726.46,15.23810292
1726.942,15.24873007
1727.424,15.25575589
1727.906,15.26976718
1728.388,15.26407473
1728.87,15.26370429
1729.353,15.26028681
1729.835,15.26953472
1730.317,15.27367991
1730.799,15.28138056
1731.281,15.27554927
1731.763,15.2923628
1732.245,15.29637543
1732.727,15.31359579
1733.209,15.31018618
1733.692,15.33684906
1734.174,15.34501988
1734.656,15.3460987
1735.138,15.3720683
1735.62,15.39270564
1736.102,15.37511788
1736.584,15.40254821
1737.066,15.39942701
1737.549,15.39897517
1738.031,15.4241668
1738.513,15.42906761
1738.995,15.43835524
1739.477,15.43926893
1739.959,15.44381255
1740.441,15.44637428
1740.923,15.47422485
1741.406,15.4717494
1741.887,15.47375151
1742.37,15.48553809
1742.852,15.48577941
1743.334,15.49716834
1743.816,15.50055468
1744.298,15.50488638
1744.78,15.52663689
1745.262,15.52438986
1745.744,15.52027644
1746.227,15.53163157
1746.709,15.55517985
1747.191,15.54810073
1747.673,15.5835746
1748.155,15.590544
1748.637,15.62759501
1749.119,15.63798527
1749.601,15.65358268
1750.083,15.66505589
1750.566,15.68589176
1751.048,15.70344108
1751.53,15.70387525
1752.012,15.72415555
1752.494,15.71747278
1752.976,15.74003257
1753.458,15.75070428
1753.94,15.76914979
1754.423,15.76709661
1754.905,15.77656624
1755.387,15.791515
1755.869,15.83130267
1756.351,15.83339554
1756.833,15.83885774
1757.315,15.84809679
1757.797,15.87200825
1758.28,15.8745158
1758.762,15.89532974
1759.244,15.9028663
1759.726,15.94204664
1760.208,15.9123533
1760.69,15.95731626
1761.172,15.96478409
1761.654,16.00410159
1762.136,16.00130088
1762.619,15.98719822
1763.101,16.03595662
1763.583,16.03740982
1764.065,16.05520388
1764.547,16.05522622
1765.029,16.06403999
1765.511,16.08443649
1765.993,16.10565397
1766.476,16.12821421
1766.958,16.12166631
1767.44,16.15399877
1767.922,16.15831517
1768.404,16.15225133
1768.886,16.18227878
1769.368,16.18324756
1769.85,16.20771914
1770.333,16.22274514
1770.814,16.23228532
1771.297,16.27684218
1771.779,16.28459852
1772.261,16.33093025
1772.743,16.31849263
1773.225,16.36068468
1773.707,16.38208349
1774.189,16.39206915
1774.671,16.38695281
1775.154,16.41337915
1775.636,16.43447048
1776.118,16.42405046
1776.6,16.44771685
1777.082,16.43772531
1777.564,16.44415523
1778.046,16.47903388
1778.528,16.46840107
1779.01,16.49418783
1779.493,16.51345069
1779.975,16.53174585
1780.457,16.54680591
1780.939,16.54839348
1781.421,16.56010182
1781.903,16.5555541
1782.385,16.59213239
1782.867,16.59118492
1783.35,16.61484775
1783.832,16.62423955
1784.314,16.65302071
1784.796,16.6695606
1785.278,16.66707884
1785.76,16.67080335
1786.242,16.69431147
1786.724,16.71133687
1787.207,16.69695069
1787.689,16.702359
1788.171,16.72661299
1788.653,16.73991111
1789.135,16.75465967
1789.617,16.77201343
1790.099,16.78006933
1790.581,16.80693032
1791.063,16.83468219
1791.546,16.84524358
1792.028,16.86110095
1792.51,16.88184193
1792.992,16.8992275
1793.474,16.90733298
1793.956,16.92687774
1794.438,16.95060868
1794.92,16.95316258
1795.403,16.97223578
1795.885,16.95695885
1796.367,16.96123585
1796.849,16.98285816
1797.331,16.99980486
1797.813,16.98618135
1798.295,17.01149028
1798.777,17.01050617
1799.26,17.0211221
1799.741,17.03396912
1800.224,17.03564003
1800.706,17.07831006
1801.188,17.07464203
1801.67,17.08589928
1802.152,17.11444778
1802.634,17.10360226
1803.116,17.13060242
1803.598,17.10890426
1804.081,17.12773915
1804.563,17.14485601
1805.045,17.16644752
1805.527,17.15280664
1806.009,17.18296668
1806.491,17.16227296
1806.973,17.18298388
1807.455,17.20287557
1807.938,17.18926975
1808.42,17.21397963
1808.902,17.23944486
1809.384,17.23291637
1809.866,17.26168799
1810.348,17.27332888
1810.83,17.26113841
1811.312,17.26103871
1811.794,17.3046871
1812.277,17.32087595
1812.759,17.31808976
1813.241,17.31669839
1813.723,17.32218086
1814.205,17.35054416
1814.687,17.32965636
1815.169,17.34938876
1815.651,17.35800217
1816.134,17.36833022
1816.616,17.37513832
1817.098,17.368879
1817.58,17.36996418
1818.062,17.38621311
1818.544,17.39330079
1819.026,17.39604151
1819.508,17.40768321
1819.99,17.41728283
1820.473,17.40941014
1820.955,17.41656444
1821.437,17.4260803
1821.919,17.43573409
1822.401,17.45281532
1822.883,17.45681223
1823.365,17.43954565
1823.847,17.44708385
1824.33,17.46650821
1824.812,17.45447122
1825.294,17.45658428
1825.776,17.47239671
1826.258,17.49689341
1826.74,17.48064432
1827.222,17.48446054
1827.704,17.49007714
1828.187,17.49623886
1828.668,17.51504692
1829.151,17.50159606
1829.633,17.50294766
1830.115,17.50961001
1830.597,17.52299729
1831.079,17.53068584
1831.561,17.51982022
1832.043,17.51588162
1832.525,17.52683775
1833.008,17.5127273
1833.49,17.52199243
1833.972,17.52857561
1834.454,17.52702433
1834.936,17.51167221
1835.418,17.50459692
1835.9,17.52255041
1836.382,17.53047087
1836.865,17.53849232
1837.347,17.5251459
1837.829,17.52478964
1838.311,17.50359095
1838.793,17.50438071
1839.275,17.49168861
1839.757,17.50227183
1840.239,17.4910656
1840.721,17.50039928
1841.204,17.49983968
1841.686,17.4849221
1842.168,17.49382979
1842.65,17.51108105
1843.132,17.49739915
1843.614,17.50913723
1844.096,17.50637216
1844.578,17.51597701
1845.061,17.50709231
1845.543,17.52357106
1846.025,17.51883409
1846.507,17.5256732
1846.989,17.52636174
1847.471,17.50954952
1847.953,17.52236694
1848.435,17.49485913
1848.917,17.5005085
1849.4,17.51324091
1849.882,17.489055
1850.364,17.47412919
1850.846,17.46755625
1851.328,17.49157422
1851.81,17.48203028
1852.292,17.46892915
1852.774,17.45086245
1853.257,17.45938751
1853.739,17.45782341
1854.221,17.43440919
1854.703,17.45177657
1855.185,17.41659138
1855.667,17.44315842
1856.149,17.42660036
1856.631,17.41002176
1857.114,17.42580375
1857.595,17.39491173
1858.078,17.39196505
1858.56,17.39875505
1859.042,17.37334775
1859.524,17.39317444
1860.006,17.36942247
1860.488,17.37106171
1860.97,17.34905786
1861.452,17.35914357
1861.935,17.33422048
1862.417,17.35420748
1862.899,17.33271807
1863.381,17.34607362
1863.863,17.33555127
1864.345,17.31665521
1864.827,17.31581646
1865.309,17.30614341
1865.792,17.3204985
1866.274,17.30721461
1866.756,17.29515008
1867.238,17.31037317
1867.72,17.274866
1868.202,17.27347064
1868.684,17.2656965
1869.166,17.2499593
1869.648,17.24209514
1870.131,17.25161491
1870.613,17.23128091
1871.095,17.21286537
1871.577,17.22839591
1872.059,17.20374727
1872.541,17.18718122
1873.023,17.19517515
1873.505,17.17258574
1873.988,17.15454552
1874.47,17.14762519
1874.952,17.15374417
1875.434,17.1340717
1875.916,17.14432606
1876.398,17.12411917
1876.88,17.13020307
1877.362,17.11724471
1877.844,17.09896609
1878.327,17.10725768
1878.809,17.08274996
1879.291,17.07838356
1879.773,17.06139226
1880.255,17.055266
1880.737,17.02996349
1881.219,17.04482558
1881.701,17.03033813
1882.184,17.00757798
1882.666,17.00994334
1883.148,17.00771573
1883.63,17.00177421
1884.112,16.99559302
1884.594,16.98242495
1885.076,16.96621417
1885.558,16.96951705
1886.041,16.92536576
1886.522,16.95345836
1887.005,16.93281856
1887.487,16.93315661
1887.969,16.90937134
1888.451,16.89347003
1888.933,16.89611115
1889.415,16.88658649
1889.897,16.85883725
1890.379,16.86020957
1890.862,16.8583275
1891.344,16.82521105
1891.826,16.83511329
1892.308,16.80845291
1892.79,16.80669346
1893.272,16.80345956
1893.754,16.78606862
1894.236,16.76022479
1894.719,16.76430062
1895.201,16.74523951
1895.683,16.72584667
1896.165,16.74299639
1896.647,16.72598609
1897.129,16.7305113
1897.611,16.70421407
1898.093,16.71456445
1898.575,16.69165712
1899.058,16.67957547
1899.54,16.66940711
1900.022,16.658867
1900.504,16.67087948
1900.986,16.63058321
1901.468,16.63021533
1901.95,16.61436583
1902.432,16.59586505
1902.915,16.59256254
1903.397,16.58997298
1903.879,16.59422401
1904.361,16.58238496
1904.843,16.56934617
1905.325,16.56341274
1905.807,16.55108559
1906.289,16.53945778
1906.771,16.52160086
1907.254,16.51628691
1907.736,16.51307056
1908.218,16.48728991
1908.7,16.48764031
1909.182,16.48959911
1909.664,16.48712821
1910.146,16.47977484
1910.628,16.47754375
1911.111,16.48142224
1911.593,16.46433131
1912.075,16.44338611
1912.557,16.43636786
1913.039,16.42179384
1913.521,16.42638866
1914.003,16.41263178
1914.485,16.4032648
1914.968,16.39586801
1915.449,16.39089091
1915.932,16.39837945
1916.414,16.38001184
1916.896,16.35491873
1917.378,16.37265868
1917.86,16.33121594
1918.342,16.34000235
1918.824,16.32785064
1919.306,16.29798244
1919.789,16.33001026
1920.271,16.29821613
1920.753,16.30122111
1921.235,16.29554297
1921.717,16.28962875
1922.199,16.26800672
1922.681,16.28037353
1923.163,16.26707399
1923.646,16.23720411
1924.128,16.23486869
1924.61,16.22434807
1925.092,16.22897925
1925.574,16.22410153
1926.056,16.20224627
1926.538,16.20489072
1927.02,16.2009185
1927.502,16.19638278
1927.985,16.19409517
1928.467,16.17728026
1928.949,16.16856917
1929.431,16.1589633
1929.913,16.15679669
1930.395,16.17195942
1930.877,16.15339328
1931.359,16.15481176
1931.842,16.15620766
1932.324,16.14185741
1932.806,16.14305653
1933.288,16.14635644
1933.77,16.14101005
1934.252,16.13968908
1934.734,16.1383451
1935.216,16.13930001
1935.698,16.11874821
1936.181,16.12628317
1936.663,16.12145721
1937.145,16.12493985
1937.627,16.10360803
1938.109,16.10170172
1938.591,16.11253826
1939.073,16.09055639
1939.555,16.0965322
1940.038,16.07245384
1940.52,16.09577399
1941.002,16.09585972
1941.484,16.06241719
1941.966,16.0848612
1942.448,16.07048303
1942.93,16.07259743
1943.412,16.0845407
1943.895,16.07735704
1944.376,16.06727595
1944.859,16.07136021
1945.341,16.0663334
1945.823,16.05762317
1946.305,16.07358482
1946.787,16.06850785
1947.269,16.05871923
1947.751,16.0739877
1948.233,16.06120648
1948.716,16.04365698
1949.198,16.06704815
1949.68,16.05059034
1950.162,16.04738611
1950.644,16.04774201
1951.126,16.06259867
1951.608,16.05906986
1952.09,16.05001592
1952.573,16.05033755
1953.055,16.06549444
1953.537,16.05340447
1954.019,16.0635237
1954.501,16.07155062
1954.983,16.07385491
1955.465,16.05630761
1955.947,16.07697609
1956.429,16.06997392
1956.912,16.08351803
1957.394,16.07011921
1957.876,16.10565088
1958.358,16.09881868
1958.84,16.0999145
1959.322,16.09515274
1959.804,16.09631609
1960.286,16.09184041
1960.769,16.10158244
1961.251,16.09981897
1961.733,16.11392537
1962.215,16.10084797
1962.697,16.11981356
1963.179,16.11472315
1963.661,16.112429
1964.143,16.12642163
1964.625,16.12607214
1965.108,16.1329146
1965.59,16.13916888
1966.072,16.14503094
1966.554,16.14944189
1967.036,16.1390465
1967.518,16.13989908
1968,16.16635668
1968.482,16.14852824
1968.965,16.15363742
1969.447,16.17204236
1969.929,16.18568251
1970.411,16.20486767
1970.893,16.19098759
1971.375,16.20838238
1971.857,16.21369887
1972.339,16.20322415
1972.822,16.22906269
1973.303,16.23286314
1973.786,16.23286526
1974.268,16.24505988
1974.75,16.2446994
1975.232,16.25237276
1975.714,16.26652137
1976.196,16.27687824
1976.678,16.29603097
1977.16,16.28338929
1977.643,16.27610617
1978.125,16.30178784
1978.607,16.28981872
1979.089,16.31364993
1979.571,16.31808371
1980.053,16.30673482
1980.535,16.31285218
1981.017,16.31142625
1981.5,16.33538186
1981.982,16.32968495
1982.464,16.33561466
1982.946,16.35083387
1983.428,16.34658446
1983.91,16.37642709
1984.392,16.36593977
1984.874,16.39500515
1985.356,16.39833954
1985.839,16.40976508
1986.321,16.42545869
1986.803,16.45551955
1987.285,16.44526286
1987.767,16.47273738
1988.249,16.46491024
1988.731,16.48660566
1989.213,16.4834018
1989.696,16.51035683
1990.178,16.5290457
1990.66,16.54377687
1991.142,16.55821911
1991.624,16.55328413
1992.106,16.57273336
1992.588,16.55965635
1993.07,16.59436225
1993.552,16.60256067
1994.035,16.60469071
1994.517,16.60768722
1994.999,16.64122909
1995.481,16.60662225
1995.963,16.61813247
1996.445,16.6366783
1996.927,16.62774286
1997.409,16.64231848
1997.892,16.67824622
1998.374,16.65560049
1998.856,16.67359822
1999.338,16.68065699
1999.82,16.70451872
2000.302,16.69940307
2000.784,16.71743202
2001.266,16.74323506
2001.749,16.75657658
2002.23,16.77406404
2002.713,16.79290085
2003.195,16.80225922
2003.677,16.79631541
2004.159,16.8279712
2004.641,16.82237054
2005.123,16.84724188
2005.605,16.85038008
2006.087,16.85532975
2006.57,16.85913471
2007.052,16.8835962
2007.534,16.88292145
2008.016,16.90710866
2008.498,16.91864337
2008.98,16.93061955
2009.462,16.93316199
2009.944,16.9361664
2010.427,16.95596494
2010.909,16.9757131
2011.391,16.9797383
2011.873,16.9917499
2012.355,17.00076111
2012.837,17.00522693
2013.319,17.00599586
2013.801,17.03508178
2014.283,17.04105393
2014.766,17.05580982
2015.248,17.05369709
2015.73,17.06731083
2016.212,17.09352363
2016.694,17.09275038
2017.176,17.11716551
2017.658,17.13292089
2018.14,17.12954063
2018.623,17.14057008
2019.105,17.16375006
2019.587,17.16577023
2020.069,17.18866804
2020.551,17.1940895
2021.033,17.19731358
2021.515,17.21912651
2021.997,17.24289133
2022.479,17.24511694
2022.962,17.24931326
2023.444,17.27463976
2023.926,17.26111995
2024.408,17.29700875
2024.89,17.28867683
2025.372,17.29816537
2025.854,17.31691161
2026.336,17.32600102
2026.819,17.33187031
2027.301,17.34268706
2027.783,17.35753836
2028.265,17.3686707
2028.747,17.39575535
2029.229,17.36532042
2029.711,17.39760671
2030.193,17.40261661
2030.676,17.4274302
2031.157,17.44285459
2031.64,17.41787217
2032.122,17.44439702
2032.604,17.44685681
2033.086,17.46924396
2033.568,17.48903444
2034.05,17.46919118
2034.532,17.49476223
2035.014,17.50944648
2035.497,17.49413821
2035.979,17.5148323
2036.461,17.5433497
2036.943,17.55234872
2037.425,17.53998807
2037.907,17.55089989
2038.389,17.58294675
2038.871,17.58080683
2039.354,17.59640493
2039.836,17.59929959
2040.318,17.60897845
2040.8,17.61792822
2041.282,17.61942278
2041.764,17.6369059
2042.246,17.64578451
2042.728,17.65661855
2043.21,17.66745502
2043.693,17.64606655
2044.175,17.67657806
2044.657,17.70096512
2045.139,17.69631933
2045.621,17.70516511
2046.103,17.69534481
2046.585,17.73137217
2047.067,17.69876032
2047.55,17.73903419
2048.032,17.72894958
2048.514,17.73733885
2048.996,17.74164322
2049.478,17.75666245
2049.96,17.76065783
2050.442,17.76296235
2050.924,17.76141726
2051.406,17.78183352
2051.889,17.76401021
2052.371,17.79277338
